word,meaning,image 
aversion,"{'Noun': ['a feeling of intense dislike', 'the act of turning yourself (or your gaze']}",https://pixabay.com/get/gf3641b6f2071460a9780b04cb1f05bf79b58eb16fa3a85e04196e59a9153e17becc4b7e4bff0365953cf27f6e1ac4498d1145c6e591626aeb950af315a75f397_1280.jpg
avid,{'Adjective': ['marked by active interest and enthusiasm']},https://pixabay.com/get/g1d890b69d56ffd731fd8e113d501fdbd52e8968b2cd9c992ac5d462baeb50eaf87555151f1ce24f49c555e02e9263d180a797d9685579d8bc81f4d3e108c060d_1280.jpg
avow,"{'Verb': ['to declare or affirm solemnly and formally as true', 'admit openly and bluntly; make no bones about']}",
barrage,"{'Noun': ['the rapid and continuous delivery of linguistic communication (spoken or written', 'the heavy fire of artillery to saturate an area rather than hit a specific target'], 'Verb': ['address with continuously or persistently, as if with a barrage']}",https://pixabay.com/get/g823950628545199e85c5c1d89ff54494749a2c3f400badbe6ba49883570809427ead7e3c8777081ffb94128491810a9372f0dc8c44190226668438b727c1c744_1280.jpg
barrage,"{'Noun': ['the rapid and continuous delivery of linguistic communication (spoken or written', 'the heavy fire of artillery to saturate an area rather than hit a specific target'], 'Verb': ['address with continuously or persistently, as if with a barrage']}",https://pixabay.com/get/g5b73ebac966a43acb563030bc739fb56477294cf62fe84d154ea98c3634c95045a555e6a3fdac707e3704ab2fb900c78e59e44ffee21f69610d5d978025c17c7_1280.jpg
barren,"{'Noun': ['an uninhabited wilderness that is worthless for cultivation'], 'Adjective': ['providing no shelter or sustenance', 'not bearing offspring', 'completely wanting or lacking']}",https://pixabay.com/get/g08c5a4f7b35aef382e58df4e6f4a6df743435745bfa6b2820c0ad5c986470e9d8a99acec7163396080ea4111f2b7e0b3452577bd37b691c1f0e0e36ce221fa98_1280.jpg
bashful,"{'Adjective': ['self-consciously timid', 'disposed to avoid notice', ""`blate' is a Scottish term for bashful""]}",https://pixabay.com/get/ga5bed12f750ea5aa3fe79e0699ffce25c0b7eb05621be52633a3c11974235d2e853d417969c6a0ed4de4582d9b6be66d1e19d28ad14ec293b8b89422946cf62e_1280.jpg
bask,"{'Verb': ['derive or receive pleasure from; get enjoyment from; take pleasure in', 'be exposed']}",https://pixabay.com/get/g4c1ae8a7d89b6827cca93a3768472bc3030619bfef15f0ec6f88381b10d4826a2a85a92160aec54495ad2ffe923a58236e194d4968d1a3e45ab61328292852af_1280.jpg
beacon,"{'Noun': ['a fire (usually on a hill or tower', 'a radio station that broadcasts a directional signal for navigational purposes', 'a tower with a light that gives warning of shoals to passing ships'], 'Verb': ['shine like a beacon', 'guide with a beacon']}",https://pixabay.com/get/g11957bc3b03623215c839caac3df1b245e779ea444a54eb8192c8826d61f6999c1e5dc9415888adf03a85a871901d39c28ec7035a74a9d44dadf65059cf7fb14_1280.jpg
benediction,"{'Noun': ['the act of praying for divine protection', 'a ceremonial prayer invoking divine protection']}",https://pixabay.com/get/g1a8f7291cd5efc5b67f126706662387b6809f17fff6605c439cdd4174ff3e0d15be6c4cc6265678b96493a0280f4dcd3_1280.jpg
benefactor,{'Noun': ['a person who helps people or institutions (especially with financial help']},
benevolence,"{'Noun': ['disposition to do good', 'an inclination to do kind or charitable acts', 'an act intending or showing kindness and good will']}",https://pixabay.com/get/g4e71e38df527dc310654dffe86d445612c1ed280d16754c0cd40e82ac45bc66fa3982e5306e0be56661d75efa022f3e5a51c0fc9bfb9ba2f655fb8399c75b58e_1280.jpg
benign,"{'Adjective': ['not dangerous to health; not recurrent or progressive (especially of a tumor', 'pleasant and beneficial in nature or influence', 'kindness of disposition or manner']}",https://pixabay.com/get/g59e9fcddc440049f6c41f377e9272e5df173333a63942b24b87f7a490a795d545ece54e60c224492d3e6f1bdc0eb98f8f50bd7b88f69d2f2be9785c5fcb0acca_1280.jpg
berate,{'Verb': ['censure severely or angrily']},https://pixabay.com/get/g7966afb120eeb556d67f76caf9697fe1b60850727bbeea5d567b41e66ad5233eca914417763fa8ed32bfa4ed49391818722dbe73a335fdfb6286318a3011a4f7_1280.jpg
bereave,{'Verb': ['deprive through death']},https://pixabay.com/get/g58b0681056e0f0d8c7c7145a3d74b33932d54737cbc4a4ec670bd4bc8b7940393d64b9cb81514b118d01861212c075917e2693764d977b35a51874fff0772d6b_1280.jpg
bereft,"{'Verb': ['deprive through death'], 'Adjective': ['unhappy in love; suffering from unrequited love', 'sorrowful through loss or deprivation']}",
berserk,"{'Noun': ['one of the ancient Norse warriors legendary for working themselves into a frenzy before a battle and fighting with reckless savagery and insane fury'], 'Adjective': ['wildly frenzied and out of control']}",https://pixabay.com/get/g073ed5ee5263e0860690c20a7549877eeded2d88cb022f5fe1924337e4b2927550d451dbd27db59b655d66b861454589af73f5a6594721eae1b808cd45c8fce0_1280.jpg
besiege,"{'Verb': ['surround so as to force to give up', 'cause to feel distressed or worried', 'harass, as with questions or requests']}",
besotted,"{'Verb': ['make dull or stupid or muddle with drunkenness or infatuation'], 'Adjective': ['very drunk']}",
bestial,{'Adjective': ['resembling a beast; showing lack of human sensibility']},https://pixabay.com/get/gb85b159e368f1ea5d0b7a37d213307ab23b0f7222217bc177f3d266131c586b72352fa6423e15981ab6a863bb146f470f86688afa9a82db11e5746dc811ccc0c_1280.jpg
babble,"{'Noun': ['gibberish resembling the sounds of a baby'], 'Verb': ['utter meaningless sounds, like a baby, or utter in an incoherent way', 'to talk foolishly', 'flow in an irregular current with a bubbling noise', 'divulge confidential information or secrets']}",https://pixabay.com/get/g895491728a00f9597ffbfee9761c8ed587f1d1f9d73f881c7067d0125165348e155fd3bc1f5f7f780fd1abdd33e2a8cf463f40b254288351eaf001308cecde00_1280.jpg
bacchanalia,"{'Noun': ['an orgiastic festival in ancient Greece in honor of Dionysus (= Bacchus', 'a wild gathering involving excessive drinking and promiscuity']}",
backlog,"{'Noun': ['an accumulation of jobs not done or materials not processed that are yet to be dealt with (especially unfilled customer orders for products or services', 'the large log at the back of a hearth fire', 'something kept back or saved for future use or a special purpose'], 'Verb': ['accumulate and create a backlog']}",https://pixabay.com/get/gb2a21c9a9357537e1105e7140fcb83b3a16ff949de7f979961b11db9f2dba5ce8ce259df5d74a8f893ec38d8ff6a3b91afaabd832398fa22a0938b5e22fdc1d4_1280.jpg
prepare,"{'Verb': ['make ready or suitable or equip in advance for a particular purpose or for some use, event, etc', 'prepare for eating by applying heat', 'to prepare verbally, either for written or spoken delivery', 'arrange by systematic planning and united effort', 'educate for a future role or function', 'create by training and teaching', 'lead up to and soften by sounding the dissonant note in it as a consonant note in the preceding chord', 'undergo training or instruction in preparation for a particular role, function, or profession']}",https://pixabay.com/get/g2ba794ad3eaaffe1e17f70510c1012a16d19e4136960862e40fdd766fa4851c0c383cda8e34ff2a523c4e1367d31f5c81799c07f537524b36707ff60e4fff4d4_1280.jpg
bland,"{'Adjective': ['lacking taste or flavor or tang', 'lacking stimulating characteristics; uninteresting', 'smoothly agreeable and courteous with a degree of sophistication']}",https://pixabay.com/get/g2931f9f6300958fb319d238e979033d9f3f8eb6fcf7e7fcd8cdaa5a13b0ce0274a3c2d7d47ae7c3d6b38958233f3d2e9f325d3777bfcb345da422dfe1d59041c_1280.jpg
blast,"{'Noun': ['a very long fly ball', 'a sudden very loud noise', 'a strong current of air', 'an explosion (as of dynamite', 'a highly pleasurable or exciting experience', 'intense adverse criticism'], 'Verb': ['make a strident sound', 'hit hard', 'use explosives on', 'apply a draft or strong wind to to', 'create by using explosives', 'make with or as if with an explosion', 'fire a shot', 'criticize harshly or violently', 'shatter as if by explosion', 'shrivel or wither or mature imperfectly']}",https://pixabay.com/get/g351abcf90c245d6e4bce501946e7c34b359b97966dacb4e72f110ffe2bb6975a3c61af7eafa407991b8b7e60bdcafc7cb6b9ed3d0db3e3f7feb5b8a4a43ed256_1280.jpg
blatant,"{'Adjective': ['without any attempt at concealment; completely obvious', 'conspicuously and offensively loud; given to vehement outcry']}",
blatant,"{'Adjective': ['without any attempt at concealment; completely obvious', 'conspicuously and offensively loud; given to vehement outcry']}",
blemish,"{'Noun': [""a mark or flaw that spoils the appearance of something (especially on a person's body""], 'Verb': ['mar or spoil the appearance of', 'mar or impair with a flaw', 'add a flaw or blemish to; make imperfect or defective']}",https://pixabay.com/get/g12f67d6973011b5de28935257cc89c00750980577918efc18c7ab60abb35fc6082f7508f53270fb308286e70f835f8824920ec14beb6b5859578628b7df4e557_1280.jpg
bogus,{'Adjective': ['fraudulent; having a misleading appearance']},https://pixabay.com/get/g81a43c18906878710b89b26f815c7a2883bbc98add41bcf5c48736f788fb8714a166f27e52c034b65ba67b85148951529c96ef457549d02958c5aa685d2d4e30_1280.jpg
boisterous,"{'Adjective': ['noisy and lacking in restraint or discipline', 'full of rough and exuberant animal spirits', 'violently agitated and turbulent']}",https://pixabay.com/get/g70da14ea04f181a244fe8d54ce0e2deedbac86cc651d33fb61e49b62a2411487adae431fd61a64afc99d084164a7b6a4752ba0a5d149ee77f5a388c75419f0c5_1280.jpg
bewilder,"{'Verb': ['be a mystery or bewildering to', 'cause to be confused emotionally']}",
bigot,{'Noun': ['a prejudiced person who is intolerant of any opinions differing from his own']},
bizarre,{'Adjective': ['conspicuously or grossly unconventional or unusual']},https://pixabay.com/get/g30cd0dc70416f4eeec6f31a16fd832340fa9e1402b7f8727c579a01fcb663416f44214383b6f16051cebc1509c61b96d1c43a370fba1c9b7adac2216042dd836_1280.jpg
cat,"{'Noun': ['feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats', 'an informal term for a youth or man', 'a spiteful woman gossip', 'the leaves of the shrub Catha edulis which are chewed like tobacco or used to make tea; has the effect of a euphoric stimulant', 'a whip with nine knotted cords', 'a large tracked vehicle that is propelled by two endless metal belts; frequently used for moving earth in construction and farm work', 'any of several large cats typically able to roar and living in the wild', 'a method of examining body organs by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis'], 'Verb': [""beat with a cat-o'-nine-tails"", 'eject the contents of the stomach through the mouth']}",https://pixabay.com/get/gfefe8acfc4cf80941f46125901bb6eaf135ff12655e784e000f1a6492c1306ff7d7b7b5414684111d3f154eae7ab7c25dd3a402d981638f4377ef8cc6cf5f3c5_1280.jpg
caricature,"{'Noun': ['a representation of a person that is exaggerated for comic effect'], 'Verb': ['represent in or produce a caricature of']}",https://pixabay.com/get/gc051ae39daf422b947f79688cc71297e35be6b87205e77c7d91bec5ecd11e8f46d2317e8dfbf16aac99145bd7c7bc104d3851f9c323419d6476d1995e83fb761_1280.jpg
catalyst,"{'Noun': ['(chemistry', 'something that causes an important event to happen']}",https://pixabay.com/get/gc270b1398f602663b1911af92df1cf65b494915852692a5fd0bde3ffda54d555aed24579ad352740e75c490dd75e5823_1280.jpg
cataract,"{'Noun': ['an eye disease that involves the clouding or opacification of the natural lens of the eye', 'a large waterfall; violent rush of water over a precipice']}",https://pixabay.com/get/gc936c67b47beb2567cabc8d5bcc3600c132c086ef42f6736251d57dddf96e244e77be2e26abbc9b625a06ddaa8f6fe60d3efe295d28f182b73030a2d6b08cbec_1280.jpg
catholic,"{'Noun': ['a member of a Catholic church'], 'Adjective': ['of or relating to or supporting Catholicism', 'free from provincial prejudices or attachments']}",https://pixabay.com/get/gc2629680432a091bd6c1638becc175f317d583d48aff2961c9e5bab4b77aef45bc5f423c591c34f9baa32f089b8dfc3ea800c8135fcf1a6d2a9c937b69b643ae_1280.jpg
bolster,"{'Noun': ['a pillow that is often put across a bed underneath the regular pillows'], 'Verb': ['support and strengthen', 'prop up with a pillow or bolster', 'add padding to']}",https://pixabay.com/get/g8ec1670447fc6149798dc7356a988738f2cd4a3614b366288e18ee6c9144f2840fcf778f1d939c322acd1654c68fa92ebc0cebec944f978e3bf91374fa145b2f_1280.jpg
boorish,{'Adjective': ['ill-mannered and coarse and contemptible in behavior or appearance']},
brainchild,{'Noun': ['a product of your creative thinking and work']},https://pixabay.com/get/gacf1bf05e43476d832f0fb100de846b02b3775588c3911f0b303700f89fead6cd85356859b90b641047f82a9462dd0015a3f9d7a9229054228e21af40ee8c934_1280.jpg
brash,{'Adjective': ['offensively bold']},https://pixabay.com/get/g8f1f7a191eb5f51e6d9c16b4221e41bfc446f98f0c708640e9da78e208142496c4fa7ba74f09317a70147a580a7fd5c49a6a3685165ba1e33ed4458707bb25c1_1280.jpg
brass,"{'Noun': ['an alloy of copper and zinc', 'a wind instrument that consists of a brass tube (usually of variable length', 'the persons (or committees or departments etc.', 'impudent aggressiveness', 'an ornament or utensil made of brass', 'the section of a band or orchestra that plays brass instruments', 'a memorial made of brass']}",https://pixabay.com/get/gcd24b5292a3a3642cade2d059364bacf893af2c219ca377b6baa6c467bc930c773ffdf8b96823bcb697d58f8408a5ae96e5cde6c3ab68deec3bc9877fb42ae38_1280.jpg
bravado,{'Noun': ['a swaggering show of courage']},https://pixabay.com/get/g287a465d18eabef0a0c3ec7b82a650c69115cb64eb76fc471798898c381ccd7b7c4580b90a35a92db435848ebe166f5f5b1feee048744b688dc4da070565b474_1280.jpg
bravura,{'Noun': ['brilliant and showy technical skill']},
brazen,"{'Verb': ['face with defiance or impudence'], 'Adjective': ['unrestrained by convention or propriety', 'made of or resembling brass (as in color or hardness']}",https://pixabay.com/get/g1515e779a5a3b20b2cc13205d806a33a515c08f6e49bd22ebc788c9114bfbee66676b704513e7aa68bbfcf3fbae535b2682461d9e259fc5104c886d7990ee410_1280.jpg
breach,"{'Noun': ['a failure to perform some promised act or obligation', 'an opening (especially a gap in a dike or fortification', 'a personal or social separation (as between opposing factions'], 'Verb': ['act in disregard of laws, rules, contracts, or promises', 'make an opening or gap in']}",https://pixabay.com/get/gd6d81e58554d35f1134d8f92ae737a2d6d1b2460cf5277cf941e797012c46cac1c5fcedd368d8100b3de7fa54078450cea6d3628034619dc12cf566a7a5a623a_1280.jpg
brittle,"{'Noun': ['caramelized sugar cooled in thin sheets'], 'Adjective': ['having little elasticity; hence easily cracked or fractured or snapped', 'lacking warmth and generosity of spirit', '(of metal or glass']}",https://pixabay.com/get/gcb9fe128012432c7b506754158ee3c0758f8ad109fa5542721e44d716ca912ef9ca62f659beb2413c38ce28d0255448256820d483404fcf4d1d8a329b86a5e5e_1280.jpg
broach,"{'Noun': ['a decorative pin worn by women'], 'Verb': ['bring up a topic for discussion']}",https://pixabay.com/get/g4068f15e3578ce02dde370b3414d8c0083d45f96a815413aa84fc8db2bd44113a336b8e95fa60050b09156f3d7d19f038882921fd5b206c642fd8792f92da968_1280.jpg
cacophony,"{'Noun': ['a loud harsh or strident noise', 'loud confusing disagreeable sounds']}",
cajole,"{'Verb': ['influence or urge by gentle urging, caressing, or flattering']}",
callous,"{'Verb': ['make insensitive or callous; deaden feelings or morals'], 'Adjective': ['emotionally hardened', 'having calluses; having skin made tough and thick through wear']}",https://pixabay.com/get/g4ecfe1224aba9132c8803e951a8e668e77ce289a8a4ca7c1e0ed452be51b604cd35be24bde73ce621d25d7f81edcb22afca2abfa4147499d162d6f95b47d9cc7_1280.jpg
camaraderie,{'Noun': ['the quality of affording easy familiarity and sociability']},https://pixabay.com/get/g2cee47b3ad21a7999020f82ed8f73bb3f60f6072b47d43cfa6662e3e1f631fc0fa64b565742322c667c6e07710048c16df4b390fa7b111747d55beefeb9a8bf1_1280.jpg
camouflage,"{'Noun': ['an outward semblance that misrepresents the true nature of something', 'fabric dyed with splotches of green and brown and black and tan; intended to make the wearer of a garment made of this fabric hard to distinguish from the background', 'device or stratagem for concealment or deceit', 'the act of concealing the identity of something by modifying its appearance'], 'Verb': ['disguise by camouflaging; exploit the natural surroundings to disguise something']}",https://pixabay.com/get/g02283b845ac93999220233ab4c36e21ef0933843695f022627f9231737bf40c30ab7b1f5acd9b5e90226e4d3195e6462148df00407d57f216661089f19790133_1280.jpg
candid,"{'Adjective': ['characterized by directness in manner or speech; without subtlety or evasion', 'informal or natural; especially caught off guard or unprepared', 'openly straightforward and direct without reserve or secretiveness']}",https://pixabay.com/get/g57f8da3d5973e0b0bcda3a16727e9db46f6408ac9ecf1746b7fd82dd14ee3582e0e06d766560904da4454c333912345d2b07fbc3bc1ca1d8401913a5553f24ea_1280.jpg
canon,"{'Noun': ['a rule or especially body of rules or principles generally established as valid and fundamental in a field of art or philosophy', 'a priest who is a member of a cathedral chapter', 'a ravine formed by a river in an area with little rainfall', 'a contrapuntal piece of music in which a melody in one part is imitated exactly in other parts', 'a complete list of saints that have been recognized by the Roman Catholic Church', 'a collection of books accepted as holy scripture especially the books of the Bible recognized by any Christian church as genuine and inspired']}",https://pixabay.com/get/g46ca3420cc57cbc815e5374e6ca2f0b0289eccf57124f56901f941e5fa958b78f6eeab85d17554b69f0a02070e19ad499b26a7ba8d54b6770739de479ec692b1_1280.jpg
